"N","instance_id","label","node_id","total_success","success_rate","label_freq_rank","definition","raw_image_breadth","norm_image_breadth","num_imgs","min_img","max_img","num_adopters","prop_adopters"
6,413,"vee",15789,38,0.904761905,1,"It was the central part of a pictures with legs",3869,3869,19,8,228,6,1
6,413,"vee",14192,38,0.904761905,1,"Two lines with a space in the middle",3869,3869,19,8,228,6,1
6,414,"bunny",13769,34,1,3,"Figure with bunny like ears",42095,42095,16,832,1361,5,0.833333333333333
6,414,"bunny",15317,34,1,3,"animal with two large floppy ears",42095,42095,16,832,1361,5,0.833333333333333
6,414,"bunny",15316,34,1,3,"2 ears with 2 paws",42095,42095,16,832,1361,5,0.833333333333333
6,414,"bunny",15138,34,1,3,"rabbit with floppy ears",42095,42095,16,832,1361,5,0.833333333333333
6,414,"bunny",15726,34,1,3,"Somethng that has ears like arabbit",42095,42095,16,832,1361,5,0.833333333333333
6,414,"hole",13769,34,0.894736842,2,"Object with a hole in it",9996,9996,16,1017,1331,5,0.833333333333333
6,414,"hole",15317,34,0.894736842,2,"an open space in an object",9996,9996,16,1017,1331,5,0.833333333333333
6,414,"hole",15316,34,0.894736842,2,"and area that is empty",9996,9996,16,1017,1331,5,0.833333333333333
6,414,"hole",15138,34,0.894736842,2,"absence of matter",9996,9996,16,1017,1331,5,0.833333333333333
6,414,"hole",15726,34,0.894736842,2,"An opening.",9996,9996,16,1017,1331,5,0.833333333333333
6,414,"lift",13769,46,0.821428571,1,"Figure legs spread with arms in the air",8366,2301,23,599,923,5,0.833333333333333
6,414,"lift",15317,46,0.821428571,1,"To raise something about your head",8366,2301,23,599,923,5,0.833333333333333
6,414,"lift",15316,46,0.821428571,1,"pushing something upwards.",8366,2301,23,599,923,5,0.833333333333333
6,414,"lift",15138,46,0.821428571,1,"To put something above where it was",8366,2301,23,599,923,5,0.833333333333333
6,414,"lift",15726,46,0.821428571,1,"To pick something up.",8366,2301,23,599,923,5,0.833333333333333
6,415,"bunny",14847,32,0.888888889,3,"long standing ears",34619,34619,15,861,1358,5,0.833333333333333
6,415,"bunny",14090,32,0.888888889,3,"A furry animal with two long ears.",34619,34619,15,861,1358,5,0.833333333333333
6,415,"bunny",15552,32,0.888888889,3,"Small animal with floppy ears.",34619,34619,15,861,1358,5,0.833333333333333
6,415,"bunny",13909,32,0.888888889,3,"A furry animal that eats carrots",34619,34619,15,861,1358,5,0.833333333333333
6,415,"bunny",14772,32,0.888888889,3,"bunny ears",34619,34619,15,861,1358,5,0.833333333333333
6,415,"bunny",15557,32,0.888888889,3,"A shape that looked like a small head with bunny ears",34619,34619,15,861,1358,5,0.833333333333333
6,415,"crab",13909,76,0.974358974,1,"An animal that lives in the water",5810,4990,35,473,800,6,1
6,415,"crab",14847,76,0.974358974,1,"two legs and two are arms spread apart, down low, with a head",5810,4990,35,473,800,6,1
6,415,"crab",15557,76,0.974358974,1,"It looked like a person doing a crab walk",5810,4990,35,473,800,6,1
6,415,"crab",14090,76,0.974358974,1,"A multi legged sea creature, with claws.",5810,4990,35,473,800,6,1
6,415,"crab",15552,76,0.974358974,1,"Two legs in the air and two legs on the ground.",5810,4990,35,473,800,6,1
6,415,"crab",14772,76,0.974358974,1,"several claws",5810,4990,35,473,800,6,1
6,415,"whale",13909,46,0.958333333,2,"A mammal that lives in the water",2127,2127,22,1041,1220,6,1
6,415,"whale",14772,46,0.958333333,2,"diamond shaped back",2127,2127,22,1041,1220,6,1
6,415,"whale",14090,46,0.958333333,2,"A very large sea mammal.",2127,2127,22,1041,1220,6,1
6,415,"whale",15552,46,0.958333333,2,"Mammal that has the shape of a rocket.",2127,2127,22,1041,1220,6,1
6,415,"whale",14847,46,0.958333333,2,"fish shaped with a big body and fins",2127,2127,22,1041,1220,6,1
6,415,"whale",15557,46,0.958333333,2,"A long, mostly purple shape with a spot in the middle and a tail shape",2127,2127,22,1041,1220,6,1
6,416,"bunny",13488,28,0.823529412,2,"a rabbit",33312,33312,12,815,1335,6,1
6,416,"bunny",13544,28,0.823529412,2,"Cute little furry animal",33312,33312,12,815,1335,6,1
6,416,"bunny",13503,28,0.823529412,2,"A narrow shape with two ears",33312,33312,12,815,1335,6,1
6,416,"bunny",14688,28,0.823529412,2,"Something with big ears.",33312,33312,12,815,1335,6,1
6,416,"bunny",13676,28,0.823529412,2,"shape that resembles a rabbit, or something that would resemble 2 separate, equal length ""ears""",33312,33312,12,815,1335,6,1
6,416,"bunny",15661,28,0.823529412,2,"Furry animal with two large, upright ears",33312,33312,12,815,1335,6,1
6,416,"cheer",13676,26,0.866666667,3,"What best resembles a jumping cheer leader",41451,35445,13,7,828,5,0.833333333333333
6,416,"cheer",13503,26,0.866666667,3,"A shape with it's arms are thrown up",41451,35445,13,7,828,5,0.833333333333333
6,416,"cheer",14688,26,0.866666667,3,"Something happy.",41451,35445,13,7,828,5,0.833333333333333
6,416,"cheer",13488,26,0.866666667,3,"excitement",41451,35445,13,7,828,5,0.833333333333333
6,416,"cheer",13544,26,0.866666667,3,"Excited about something, and encourage others",41451,35445,13,7,828,5,0.833333333333333
6,416,"cheer",15661,26,0.866666667,3,"Hands and arms up, excitement, jumping around",41451,35445,13,7,828,5,0.833333333333333
6,416,"crab",13488,30,0.833333333,1,"a crustacean",3564,3564,15,477,701,6,1
6,416,"crab",13676,30,0.833333333,1,"Short, elongated, head shape with at least bottom feet but usually pointed up on the top section as well.",3564,3564,15,477,701,6,1
6,416,"crab",15661,30,0.833333333,1,"Round and short legged animal",3564,3564,15,477,701,6,1
6,416,"crab",13503,30,0.833333333,1,"A shape that is short with two side claws.",3564,3564,15,477,701,6,1
6,416,"crab",14688,30,0.833333333,1,"A crouched looking figure.",3564,3564,15,477,701,6,1
6,416,"crab",13544,30,0.833333333,1,"Feeds off the bottom of the ocean and very good to eat",3564,3564,15,477,701,6,1
6,417,"bunny",14661,34,0.894736842,3,"A rabbit",3842,3842,17,778,980,6,1
6,417,"bunny",13690,34,0.894736842,3,"ears sticking up on tall shape",3842,3842,17,778,980,6,1
6,417,"bunny",15798,34,0.894736842,3,"a baby rabbit",3842,3842,17,778,980,6,1
6,417,"bunny",13563,34,0.894736842,3,"cute little furry animal",3842,3842,17,778,980,6,1
6,417,"bunny",14458,34,0.894736842,3,"The animal with long ears",3842,3842,17,778,980,6,1
6,417,"bunny",15826,34,0.894736842,3,"it looks like a bunny",3842,3842,17,778,980,6,1
6,417,"crab",13563,54,0.931034483,1,"a cute little shellfish",11523,4846,27,506,905,6,1
6,417,"crab",14661,54,0.931034483,1,"A crustacean with claw",11523,4846,27,506,905,6,1
6,417,"crab",15826,54,0.931034483,1,"it shape like a crab",11523,4846,27,506,905,6,1
6,417,"crab",13690,54,0.931034483,1,"a x with a ball sitting on it",11523,4846,27,506,905,6,1
6,417,"crab",15798,54,0.931034483,1,"a sea animal with hard shell and claws.",11523,4846,27,506,905,6,1
6,417,"crab",14458,54,0.931034483,1,"it is a large insect living in the sea",11523,4846,27,506,905,6,1
6,417,"upsun",13563,36,0.947368421,2,"sun that is high",33536,33536,18,32,706,6,1
6,417,"upsun",14458,36,0.947368421,2,"The sun is at the highest point",33536,33536,18,32,706,6,1
6,417,"upsun",13690,36,0.947368421,2,"sun in the air",33536,33536,18,32,706,6,1
6,417,"upsun",15798,36,0.947368421,2,"a sun facing north",33536,33536,18,32,706,6,1
6,417,"upsun",14661,36,0.947368421,2,"A sun that is up",33536,33536,18,32,706,6,1
6,417,"upsun",15826,36,0.947368421,2,"it means the ball/circle is up",33536,33536,18,32,706,6,1
6,418,"crab",13508,64,0.914285714,1,"Type of sea creatures that walks on sand",3670,3670,31,495,710,6,1
6,418,"crab",14205,64,0.914285714,1,"low to the ground with pinchers crustacean",3670,3670,31,495,710,6,1
6,418,"crab",15294,64,0.914285714,1,"crab is a sea creature has multiple legs and two large pincers on the front",3670,3670,31,495,710,6,1
6,418,"crab",13825,64,0.914285714,1,"Crab has what looks like a bunch of legs and arms stretched out",3670,3670,31,495,710,6,1
6,418,"crab",14936,64,0.914285714,1,"Crustacean  with claws",3670,3670,31,495,710,6,1
6,418,"crab",14129,64,0.914285714,1,"Short wide with arms and legs spread apart.",3670,3670,31,495,710,6,1
6,418,"sumo",14205,22,1,3,"big man squatting",2218,1250,11,615,795,6,1
6,418,"sumo",13825,22,1,3,"Sumo is an image that looks like it has legs squatting and arms raised",2218,1250,11,615,795,6,1
6,418,"sumo",14936,22,1,3,"Japanese wrestler",2218,1250,11,615,795,6,1
6,418,"sumo",13508,22,1,3,"Asian wrestler",2218,1250,11,615,795,6,1
6,418,"sumo",14129,22,1,3,"Shape with arms spread out towards the sky and legs spread wide.",2218,1250,11,615,795,6,1
6,418,"sumo",15294,22,1,3,"sumo is a large person that is a wrestler in Japan.",2218,1250,11,615,795,6,1
6,418,"whale",13508,58,1,2,"Large fish found in the ocean.",5849,5849,25,1031,1291,6,1
6,418,"whale",14129,58,1,2,"Long round shape with a tail.",5849,5849,25,1031,1291,6,1
6,418,"whale",13825,58,1,2,"Whale looks like it has a tale and is shaped like a whale",5849,5849,25,1031,1291,6,1
6,418,"whale",14936,58,1,2,"Ocean dwelling Mammal",5849,5849,25,1031,1291,6,1
6,418,"whale",14205,58,1,2,"water mammal",5849,5849,25,1031,1291,6,1
6,418,"whale",15294,58,1,2,"a sea mammal that is large in size and has fins on the front and a large tail",5849,5849,25,1031,1291,6,1
6,419,"bunny",13604,40,0.952380952,2,"A mammal with big ears",46429,46429,19,795,1380,6,1
6,419,"bunny",14014,40,0.952380952,2,"a mammal that hops and has long ears.",46429,46429,19,795,1380,6,1
6,419,"bunny",13919,40,0.952380952,2,"with long ears sticking out",46429,46429,19,795,1380,6,1
6,419,"bunny",13884,40,0.952380952,2,"Two ears",46429,46429,19,795,1380,6,1
6,419,"bunny",15430,40,0.952380952,2,"long ears",46429,46429,19,795,1380,6,1
6,419,"crab",13604,66,0.970588235,1,"A marine animal with a rounded shape and claws in front",8755,5838,31,499,820,6,1
6,419,"crab",14014,66,0.970588235,1,"a hardshell crustation",8755,5838,31,499,820,6,1
6,419,"crab",13919,66,0.970588235,1,"A crab with it's arms up in the arm crawling across the sun",8755,5838,31,499,820,6,1
6,419,"crab",13884,66,0.970588235,1,"Ball with x below",8755,5838,31,499,820,6,1
6,419,"crab",15430,66,0.970588235,1,"squat shape",8755,5838,31,499,820,6,1
6,419,"kiss",13604,38,1,3,"The lips of two people meeting",6038,6038,19,992,1264,6,1
6,419,"kiss",14014,38,1,3,"two people connecting their lips.",6038,6038,19,992,1264,6,1
6,419,"kiss",13919,38,1,3,"Two heads close to each other",6038,6038,19,992,1264,6,1
6,419,"kiss",13884,38,1,3,"Shapes facing each other",6038,6038,19,992,1264,6,1
6,419,"kiss",15430,38,1,3,"headlike shapes meeting",6038,6038,19,992,1264,6,1
6,420,"bell",13452,36,0.947368421,2,"Scissors blade down with a ball",1872,1872,17,1298,1482,6,1
6,420,"bell",14520,36,0.947368421,2,NA,1872,1872,17,1298,1482,6,1
6,420,"bell",13872,36,0.947368421,2,"triangular and circular",1872,1872,17,1298,1482,6,1
6,420,"bell",15753,36,0.947368421,2,"A shape like a pear",1872,1872,17,1298,1482,6,1
6,420,"bell",15288,36,0.947368421,2,"Something that looks like a bell shape. Smaller at the top, wide at the bottom.",1872,1872,17,1298,1482,6,1
6,420,"bell",15881,36,0.947368421,2,"a metal item with a round ball inside.",1872,1872,17,1298,1482,6,1
6,420,"crab",15288,34,0.85,3,"Looking like a crab, Looking like it has pincers and bent legs.",7016,7016,17,229,624,6,1
6,420,"crab",13872,34,0.85,3,"sea creature with arms out",7016,7016,17,229,624,6,1
6,420,"crab",15753,34,0.85,3,"a low crawling sea animal",7016,7016,17,229,624,6,1
6,420,"crab",13452,34,0.85,3,"Low shape bunched with two ""arms"" on the side and a ball for a head.",7016,7016,17,229,624,6,1
6,420,"crab",14520,34,0.85,3,"Animal of the sea",7016,7016,17,229,624,6,1
6,420,"crab",15881,34,0.85,3,"a small animal with claws and short legs.",7016,7016,17,229,624,6,1
6,420,"squat",13452,38,1,1,"Looked like a person doing squats.",2780,2780,19,491,706,6,1
6,420,"squat",15288,38,1,1,"Something short, or making themselves short to the ground",2780,2780,19,491,706,6,1
6,420,"squat",15881,38,1,1,"when someone lowers their body and bows out their legs.",2780,2780,19,491,706,6,1
6,420,"squat",13872,38,1,1,"halfway between sitting and standing",2780,2780,19,491,706,6,1
6,420,"squat",15753,38,1,1,"legs spread apart bending down without touching the ground with arms apart",2780,2780,19,491,706,6,1
6,420,"squat",14520,38,1,1,"Sitting",2780,2780,19,491,706,6,1
6,421,"ball",14779,32,0.842105263,2,"round",327202,9932,14,2,1495,5,0.833333333333333
6,421,"ball",15277,32,0.842105263,2,"A round circle object",327202,9932,14,2,1495,5,0.833333333333333
6,421,"ball",15219,32,0.842105263,2,"Bouncing object",327202,9932,14,2,1495,5,0.833333333333333
6,421,"ball",15092,32,0.842105263,2,"spherical toy",327202,9932,14,2,1495,5,0.833333333333333
6,421,"ball",15853,32,0.842105263,2,"circle and on the ground",327202,9932,14,2,1495,5,0.833333333333333
6,421,"crab",14779,44,0.88,1,"sea animal",6811,3189,21,518,862,5,0.833333333333333
6,421,"crab",15277,44,0.88,1,"A crawly critter with its legs splayed out",6811,3189,21,518,862,5,0.833333333333333
6,421,"crab",15219,44,0.88,1,"Water animalbo",6811,3189,21,518,862,5,0.833333333333333
6,421,"crab",15092,44,0.88,1,"hard shell, scuttles sideways",6811,3189,21,518,862,5,0.833333333333333
6,421,"crab",15853,44,0.88,1,"big arms and wide body",6811,3189,21,518,862,5,0.833333333333333
6,421,"keyhol",14779,28,1,3,"shape",8793,8793,14,1069,1349,5,0.833333333333333
6,421,"keyhol",15277,28,1,3,"The small open space in a door",8793,8793,14,1069,1349,5,0.833333333333333
6,421,"keyhol",15219,28,1,3,"Hole in keyshape",8793,8793,14,1069,1349,5,0.833333333333333
6,421,"keyhol",15092,28,1,3,"something that a key would go into",8793,8793,14,1069,1349,5,0.833333333333333
6,421,"keyhol",15853,28,1,3,"a place to put a key",8793,8793,14,1069,1349,5,0.833333333333333
6,422,"a",14533,28,1,3,"Shape in the form of an A.",3163,3163,14,1284,1493,6,1
6,422,"a",14049,28,1,3,"Capital letter A",3163,3163,14,1284,1493,6,1
6,422,"a",15177,28,1,3,"The object looked like the letter ""A"". Usually meant that you had some scissors that were facing downwards over a circle object.",3163,3163,14,1284,1493,6,1
6,422,"a",13473,28,1,3,"the letter A",3163,3163,14,1284,1493,6,1
6,422,"a",14176,28,1,3,"the symbol most looked like the letter A",3163,3163,14,1284,1493,6,1
6,422,"a",15884,28,1,3,"the shape of letter a with a point at the top and a dot in the middle with 2 lines down at an angle",3163,3163,14,1284,1493,6,1
6,422,"crab",13473,34,1,1,"a small animal with claws",2041,2041,17,476,690,6,1
6,422,"crab",14533,34,1,1,"Crustacean with two pincers.",2041,2041,17,476,690,6,1
6,422,"crab",15884,34,1,1,"A dot at the top with claws on each side, and legs",2041,2041,17,476,690,6,1
6,422,"crab",14049,34,1,1,"flat, symmetrical",2041,2041,17,476,690,6,1
6,422,"crab",15177,34,1,1,"A short and wide object with three circle looking shapes connected at the top with various appendages coming out from the bottom.",2041,2041,17,476,690,6,1
6,422,"crab",14176,34,1,1,"there was a dot at the top for the head and the arms and legs",2041,2041,17,476,690,6,1
6,422,"topdot",13473,30,1,2,"a dot at the top",10865,10865,13,18,326,6,1
6,422,"topdot",14176,30,1,2,"The dot was at the top of the symbol",10865,10865,13,18,326,6,1
6,422,"topdot",14049,30,1,2,"circle at the top of the shape",10865,10865,13,18,326,6,1
6,422,"topdot",15177,30,1,2,"The dot was at the top of the object (higher than the others).",10865,10865,13,18,326,6,1
6,422,"topdot",14533,30,1,2,"Circle on the top of the shape.",10865,10865,13,18,326,6,1
6,422,"topdot",15884,30,1,2,"with the dot being at the top instead of between something or at the bottom",10865,10865,13,18,326,6,1
6,434,"crab",14031,70,0.945945946,1,"round body animal with multiple apendages",6289,3832,35,474,862,6,1
6,434,"crab",14801,70,0.945945946,1,"a flat creature with claws.",6289,3832,35,474,862,6,1
6,434,"crab",15688,70,0.945945946,1,"Land/water animal with hard legs",6289,3832,35,474,862,6,1
6,434,"crab",14248,70,0.945945946,1,"Short, outstretched arns",6289,3832,35,474,862,6,1
6,434,"crab",14820,70,0.945945946,1,"animal with claws",6289,3832,35,474,862,6,1
6,434,"crab",14564,70,0.945945946,1,"a blow with two arms",6289,3832,35,474,862,6,1
6,434,"float",14801,24,0.923076923,3,"Something that hangs in the air.",21415,21415,12,24,440,5,0.833333333333333
6,434,"float",14248,24,0.923076923,3,"Head floating above body",21415,21415,12,24,440,5,0.833333333333333
6,434,"float",14820,24,0.923076923,3,"something hovering over",21415,21415,12,24,440,5,0.833333333333333
6,434,"float",14031,24,0.923076923,3,"suspended in the air",21415,21415,12,24,440,5,0.833333333333333
6,434,"float",14564,24,0.923076923,3,"a ball floating",21415,21415,12,24,440,5,0.833333333333333
6,434,"float",15688,24,0.923076923,3,"Being on the air",21415,21415,12,24,440,5,0.833333333333333
6,434,"frog",14031,36,1,2,"animal with four limbs and oval body",3492,1046,18,640,832,6,1
6,434,"frog",14564,36,1,2,"looked like a frog jumping",3492,1046,18,640,832,6,1
6,434,"frog",14248,36,1,2,"Similar to crab, but smoother",3492,1046,18,640,832,6,1
6,434,"frog",14820,36,1,2,"animal with long legs",3492,1046,18,640,832,6,1
6,434,"frog",14801,36,1,2,"Mammal with four legs, front two are a different length than back two.",3492,1046,18,640,832,6,1
6,434,"frog",15688,36,1,2,"Animal",3492,1046,18,640,832,6,1
6,435,"ball",14412,34,0.80952381,2,"circle",216733,18180,17,43,1444,6,1
6,435,"ball",15463,34,0.80952381,2,"a three dimensional circle",216733,18180,17,43,1444,6,1
6,435,"ball",14926,34,0.80952381,2,"A round circle.",216733,18180,17,43,1444,6,1
6,435,"ball",14702,34,0.80952381,2,"round bouncy thing",216733,18180,17,43,1444,6,1
6,435,"ball",15595,34,0.80952381,2,"round",216733,18180,17,43,1444,6,1
6,435,"frog",14412,46,0.884615385,1,"a smashed frog",6161,1653,23,593,870,6,1
6,435,"frog",15463,46,0.884615385,1,"an animal with webbed hands and feet that is an amphibian and greenish to brown in color",6161,1653,23,593,870,6,1
6,435,"frog",14926,46,0.884615385,1,"A shape that has two arms and legs and a rounded looking mid section.",6161,1653,23,593,870,6,1
6,435,"frog",14702,46,0.884615385,1,"leaping amphibian",6161,1653,23,593,870,6,1
6,435,"frog",15595,46,0.884615385,1,"shape",6161,1653,23,593,870,6,1
6,435,"totem",14412,18,0.75,3,"shapes piled on top of each other",3071,3071,9,1197,1385,5,0.833333333333333
6,435,"totem",15463,18,0.75,3,"a statue made to look like some human caricature",3071,3071,9,1197,1385,5,0.833333333333333
6,435,"totem",14926,18,0.75,3,"A shape that's like a pole",3071,3071,9,1197,1385,5,0.833333333333333
6,435,"totem",14702,18,0.75,3,"scared object",3071,3071,9,1197,1385,5,0.833333333333333
6,435,"totem",15595,18,0.75,3,"I do not know",3071,3071,9,1197,1385,5,0.833333333333333
6,436,"crab",13972,50,0.925925926,1,"A shell with a couple of pincher",21104,21104,24,125,709,6,1
6,436,"crab",14946,50,0.925925926,1,"'crab' as in the crab pose, or an actual crab - face-forward with arms up and legs spread apart in a crouching position",21104,21104,24,125,709,6,1
6,436,"crab",15751,50,0.925925926,1,"animal",21104,21104,24,125,709,6,1
6,436,"crab",14447,50,0.925925926,1,"crab is legs wide with claws",21104,21104,24,125,709,6,1
6,436,"crab",15085,50,0.925925926,1,"Head, smallish claws and legs. It was kind of squat and close to the 'ground' compared to some of the other shapes.",21104,21104,24,125,709,6,1
6,436,"crab",14476,50,0.925925926,1,"A crustacean that has big hands.",21104,21104,24,125,709,6,1
6,436,"read",13972,36,0.857142857,2,"Open book",13226,13226,18,135,496,6,1
6,436,"read",14476,36,0.857142857,2,"Someone who is holding a book.",13226,13226,18,135,496,6,1
6,436,"read",14447,36,0.857142857,2,"read is books shaped like an outwards v with someone reading",13226,13226,18,135,496,6,1
6,436,"read",15085,36,0.857142857,2,"A circular head, plus something that looked like a smooshed ""V"", which represented the book.",13226,13226,18,135,496,6,1
6,436,"read",14946,36,0.857142857,2,"'read' as in the present-tense verb, physically it would look like a person with an open book in front of them.",13226,13226,18,135,496,6,1
6,436,"read",15751,36,0.857142857,2,"book",13226,13226,18,135,496,6,1
6,436,"whale",14946,32,1,3,"I didn't use the word 'whale' -- that was somebody else.  In all honesty, I didn't see how any of the shapes could really resemble a whale.  I thought whales were big and long, and I guess the one shape looked like that in an aerial view...but I truly was just guessing when I got that one correct.",2695,2695,15,1054,1254,6,1
6,436,"whale",14447,32,1,3,"whale is a horizontal shape that is almost linear",2695,2695,15,1054,1254,6,1
6,436,"whale",15085,32,1,3,"Long-ish. Two long-ish, almost straight up and down shapes that were close enough together to touch (separate from the kissing/dancing-type shapes).",2695,2695,15,1054,1254,6,1
6,436,"whale",13972,32,1,3,"Long with a white spot",2695,2695,15,1054,1254,6,1
6,436,"whale",14476,32,1,3,"A large animal in the sea.",2695,2695,15,1054,1254,6,1
6,436,"whale",15751,32,1,3,"animal",2695,2695,15,1054,1254,6,1
6,437,"crab",13863,22,0.647058824,3,"A clawed hard shell crustacean",11010,11010,11,271,645,5,0.833333333333333
6,437,"crab",15572,22,0.647058824,3,"A shape that looks like a person crouching down really low to the ground.",11010,11010,11,271,645,5,0.833333333333333
6,437,"crab",15209,22,0.647058824,3,"squatting with legs open",11010,11010,11,271,645,5,0.833333333333333
6,437,"crab",14876,22,0.647058824,3,"low shell shape",11010,11010,11,271,645,5,0.833333333333333
6,437,"crab",15770,22,0.647058824,3,"short squatty with a head in the middle",11010,11010,11,271,645,5,0.833333333333333
6,437,"hug",13863,24,0.857142857,2,"To embrace another person",28093,28093,12,863,1408,5,0.833333333333333
6,437,"hug",15572,24,0.857142857,2,"A shape that looks like two people facing eachother.",28093,28093,12,863,1408,5,0.833333333333333
6,437,"hug",15209,24,0.857142857,2,"two people close to each other",28093,28093,12,863,1408,5,0.833333333333333
6,437,"hug",14876,24,0.857142857,2,"intertwined shape",28093,28093,12,863,1408,5,0.833333333333333
6,437,"hug",15770,24,0.857142857,2,"dot in the middle with 2 heads",28093,28093,12,863,1408,5,0.833333333333333
6,437,"rabbit",13863,30,0.75,1,"Cute cuddly animal with big ears",39069,39069,15,886,1430,5,0.833333333333333
6,437,"rabbit",15572,30,0.75,1,"A shape with rabbit ears. At the top should be long roundish ears.",39069,39069,15,886,1430,5,0.833333333333333
6,437,"rabbit",15209,30,0.75,1,"long ears",39069,39069,15,886,1430,5,0.833333333333333
6,437,"rabbit",14876,30,0.75,1,"long ears above body and long legs",39069,39069,15,886,1430,5,0.833333333333333
6,437,"rabbit",15770,30,0.75,1,"having large ears",39069,39069,15,886,1430,5,0.833333333333333
6,438,"crab",13481,40,0.833333333,2,"short stubby legs and a head",7292,3383,20,494,826,6,1
6,438,"crab",14971,40,0.833333333,2,"Pincers, low",7292,3383,20,494,826,6,1
6,438,"crab",14806,40,0.833333333,2,"looking like a crab with claws up",7292,3383,20,494,826,6,1
6,438,"crab",13531,40,0.833333333,2,"Marine creature with pinchers that it can raise up.",7292,3383,20,494,826,6,1
6,438,"crab",15805,40,0.833333333,2,"clawed land and sea dweller",7292,3383,20,494,826,6,1
6,438,"frog",13481,58,0.935483871,1,"head attached long legs and arms",5832,2440,27,554,844,6,1
6,438,"frog",14971,58,0.935483871,1,"Crouchy, bendy, stout",5832,2440,27,554,844,6,1
6,438,"frog",14806,58,0.935483871,1,"shaped like a frog jumping",5832,2440,27,554,844,6,1
6,438,"frog",13531,58,0.935483871,1,"Amphibian creature with four legs, likes to jump and be in water.",5832,2440,27,554,844,6,1
6,438,"frog",15805,58,0.935483871,1,"four-legged amphibian",5832,2440,27,554,844,6,1
6,438,"sofa",13481,28,0.875,3,"long with arms",2748,2748,14,383,562,6,1
6,438,"sofa",14971,28,0.875,3,"Wide legs",2748,2748,14,383,562,6,1
6,438,"sofa",14806,28,0.875,3,"looks like a couch",2748,2748,14,383,562,6,1
6,438,"sofa",13531,28,0.875,3,"A large, plush piece of furniture that multiple people can sit on.",2748,2748,14,383,562,6,1
6,438,"sofa",15805,28,0.875,3,"couch to sit on",2748,2748,14,383,562,6,1
8,392,"bell",38019,44,0.814814815,1,"An animal",4421,4421,22,1240,1455,7,0.875
8,392,"bell",46079,24,1,3,"Low, central body with two pincers.",4421,4421,22,1240,1455,7,0.875
8,392,"bell",46990,44,0.814814815,2,"metal",4421,4421,22,1240,1455,7,0.875
8,392,"bell",38761,44,0.814814815,1,"sitting",4421,4421,22,1240,1455,7,0.875
8,392,"bell",46420,44,0.814814815,2,"A bell is a musical device that causes a gonging-note to sound when a ball hits the outer walls. Shape-wise, it is a circle underneath a triangular shape.",4421,4421,22,1240,1455,7,0.875
8,392,"bell",42840,44,0.814814815,2,"small Christmas or hand ringer",4421,4421,22,1240,1455,7,0.875
8,392,"bell",42804,44,0.814814815,2,"Something that makes a loud noise",4421,4421,22,1240,1455,7,0.875
8,392,"crab",46079,44,0.814814815,2,"Half circle with a closed bottom.",2160,2160,12,521,681,6,0.75
8,392,"crab",42840,24,1,3,"two claws",2160,2160,12,521,681,6,0.75
8,392,"crab",42804,24,1,3,"A crustacean with long legs.",2160,2160,12,521,681,6,0.75
8,392,"crab",46420,24,1,3,"4 ""legs"", kind of squat, with a hint of ""claws"" on the top legs.",2160,2160,12,521,681,6,0.75
8,392,"crab",38761,24,1,3,"stretch",2160,2160,12,521,681,6,0.75
8,392,"crab",38019,24,1,3,"A crustacean",2160,2160,12,521,681,6,0.75
8,392,"crab",46990,24,1,3,NA,2160,2160,12,521,681,6,0.75
8,392,"frog",46990,44,0.814814815,1,"amphibian",2177,1087,22,616,821,7,0.875
8,392,"frog",38761,44,0.814814815,2,"wide",2177,1087,22,616,821,7,0.875
8,392,"frog",42840,44,0.814814815,1,"4 arms jumping out",2177,1087,22,616,821,7,0.875
8,392,"frog",46420,44,0.814814815,1,"A frog is an amphibian that jumps in and out of water. Shape-wise, it had four ""legs"" that were slightly bent and a head in the middle.",2177,1087,22,616,821,7,0.875
8,392,"frog",42804,44,0.814814815,1,"An amphibious animal with long webbed feet.",2177,1087,22,616,821,7,0.875
8,392,"frog",46079,44,0.814814815,1,"Amphibian with four legs.",2177,1087,22,616,821,7,0.875
8,392,"frog",38019,44,0.814814815,2,"An item hollowed that makes noise",2177,1087,22,616,821,7,0.875
8,393,"couch",37995,84,1,1,"If it looks like something flat and long you can ""sit"" on, it resembled a couch.",4760,4760,37,209,533,8,1
8,393,"couch",46909,84,1,1,"a place where to sit",4760,4760,37,209,533,8,1
8,393,"couch",46897,84,1,1,"it's a long shape and is near the ground",4760,4760,37,209,533,8,1
8,393,"couch",38339,84,1,1,"long flat furniture with cushions",4760,4760,37,209,533,8,1
8,393,"couch",46923,84,1,1,"a place to sit",4760,4760,37,209,533,8,1
8,393,"couch",42838,84,1,1,"lounging furniture",4760,4760,37,209,533,8,1
8,393,"couch",42833,84,1,1,"a thing people sit on that is wider than a chair and has cushions",4760,4760,37,209,533,8,1
8,393,"couch",46128,84,1,1,"long and flat",4760,4760,37,209,533,8,1
8,393,"frog",42833,64,0.96969697,2,"an amphibious creature that hops and croaks",5035,2416,32,584,838,8,1
8,393,"frog",37995,64,0.96969697,2,"It was just in the shape of something frog-like.",5035,2416,32,584,838,8,1
8,393,"frog",42838,64,0.96969697,2,"hopping reptile",5035,2416,32,584,838,8,1
8,393,"frog",46909,64,0.96969697,2,"an animal with long lower legs and round eyes",5035,2416,32,584,838,8,1
8,393,"frog",38339,64,0.96969697,2,"A Small reptile with two big eyes",5035,2416,32,584,838,8,1
